CALCULO POBLACIoN:,0,ITERACION: 0, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.4214355271544894, T2: 2.2528832422583793, T3: 1.964006340189013, FIT: 545508.1130719841, Tiempo de Poblacion: 14.664783000946045,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.42319127847361426, T2: 0.08958164789627737, T3: 1.751470035142122, FIT: 555152.7647689506, Tiempo de Poblacion: 4.647957801818848,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.39043445493278, T2: 0.6891304762944196, T3: 1.425617761999156, FIT: 550784.8217156347, Tiempo de Poblacion: 4.7821080684661865,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.34556451302815544, T2: 1.225911305109372, T3: 1.6255569480445529, FIT: 555586.4201463681, Tiempo de Poblacion: 4.692575931549072,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.3953335864855414, T2: 1.2678329985442278, T3: 0.7005278661510181, FIT: 545828.6125189089, Tiempo de Poblacion: 4.720531225204468,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.216579497756345, T2: 0.30132168805976123, T3: 0.98508342233657, FIT: 544225.6099979841, Tiempo de Poblacion: 4.546081781387329,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.7173064474337613, T2: 1.1416261927740514, T3: 1.4899477416606557, FIT: 554473.7193305308, Tiempo de Poblacion: 4.707491636276245,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.4598517291667712, T2: 1.6531339220272163, T3: 1.8551706079950807, FIT: 541177.0652236366, Tiempo de Poblacion: 4.827694654464722,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.3839412083437653, T2: 0.1506288100542743, T3: 0.20032497985682873, FIT: 579839.1374720741, Tiempo de Poblacion: 4.753025770187378,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.6488225009594244, T2: 0.43989753967337936, T3: 0.6655654185477757, FIT: 555521.3047718327, Tiempo de Poblacion: 4.738980054855347,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.4598517291667712, T2:1.6531339220272163, T3:1.8551706079950807, FIT:541177.0652236366, Tiempo de iteracion: 31.66429877281189,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 32.97555470466614,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 33.07341909408569,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 32.59653091430664,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 32.291022539138794,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 33.12107968330383,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 33.01024508476257,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 32.62173795700073,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 32.8770432472229,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 33.059242725372314,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 32.57588720321655,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 33.07808566093445,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 32.72108173370361,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 32.648433208465576,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 32.44199514389038,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 32.42425274848938,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.522708378297871, T2:1.3745693764459899, T3:0.6800660844358133, FIT:537438.7777597056, Tiempo de iteracion: 33.51676797866821,
