CALCULO POBLACIoN:,0,ITERACION: 0, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.242361398471848, T2: 1.6907906665143706, T3: 1.6494070660050115, FIT: 536057.8191255942, Tiempo de Poblacion: 15.96432900428772,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.510838138679164, T2: 2.017199840458607, T3: 2.0458997427330163, FIT: 543087.2138211225, Tiempo de Poblacion: 6.234845876693726,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.327758190986643, T2: 2.1068634915212887, T3: 1.1177552697981523, FIT: 535121.6492434983, Tiempo de Poblacion: 5.786178827285767,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.7161695900870115, T2: 0.21698525029725202, T3: 2.7085753464213087, FIT: 538697.1533430242, Tiempo de Poblacion: 5.813390493392944,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.9348459787877874, T2: 0.9128828350022236, T3: 2.374831974188824, FIT: 539911.6829323875, Tiempo de Poblacion: 6.016148567199707,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.5678219728281224, T2: 1.715634533332663, T3: 1.9031226598321862, FIT: 537886.7573376641, Tiempo de Poblacion: 6.017840623855591,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.7874809306609014, T2: 0.10597531361196229, T3: 1.741492488249681, FIT: 539352.2908925073, Tiempo de Poblacion: 5.690345048904419,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.26299854736501915, T2: 2.2175556868777684, T3: 1.778855355358288, FIT: 536182.4988994546, Tiempo de Poblacion: 5.585335969924927,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.8723793423492876, T2: 1.6719479692894104, T3: 2.4395036001857346, FIT: 530003.6825396181, Tiempo de Poblacion: 5.970461368560791,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.2771508648481924, T2: 2.5001401814448907, T3: 1.4758183316995386, FIT: 538913.4589826298, Tiempo de Poblacion: 5.969921588897705,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.8723793423492876, T2:1.6719479692894104, T3:2.4395036001857346, FIT:530003.6825396181, Tiempo de iteracion: 36.7485625743866,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 37.64156627655029,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 37.76657724380493,
ITERACION:,9,P1,2,P2,1,P3,3,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 38.45832180976868,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 38.153767347335815,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 38.17449474334717,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 37.95493507385254,
ITERACION:,9,P1,2,P2,1,P3,3,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 38.0721001625061,
ITERACION:,9,P1,2,P2,1,P3,3,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 37.7441725730896,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 37.40579700469971,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 36.514289140701294,
ITERACION:,9,P1,1,P2,3,P3,2,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 36.445316553115845,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 36.0187714099884,
ITERACION:,9,P1,1,P2,3,P3,2,T1:0.8556638736347321, T2:1.6690579249595652, T3:2.4080089004206657, FIT:529965.4466373519, Tiempo de iteracion: 36.462616205215454,
ITERACION:,9,P1,2,P2,1,P3,3,T1:0.8457335289526139, T2:1.6418373766866585, T3:2.432172773740778, FIT:529942.3251310377, Tiempo de iteracion: 37.01319909095764,
ITERACION:,9,P1,2,P2,1,P3,3,T1:0.8457335289526139, T2:1.6418373766866585, T3:2.432172773740778, FIT:529942.3251310377, Tiempo de iteracion: 36.62301015853882,
ITERACION:,9,P1,2,P2,1,P3,3,T1:0.8457335289526139, T2:1.6418373766866585, T3:2.432172773740778, FIT:529942.3251310377, Tiempo de iteracion: 36.769843101501465,
ITERACION:,9,P1,2,P2,1,P3,3,T1:0.8457335289526139, T2:1.6418373766866585, T3:2.432172773740778, FIT:529942.3251310377, Tiempo de iteracion: 36.75037503242493,
